X,Y,UsoVegetacaoIBGE_tif,altitude_br_tif,declividade_br_tif,density3_br_tif,ModisGPP_MOD17A2_2010_rec_tif,ModisNPP_MOD17A3_2010_rec_tif,ModisVCF_MOD44B_2010_rec_tif,sa2001tree_br_tif,UsoAntropicoIBGE_tif
-55.16832299,-7.851210176,2,268.87,30857.35,12.16,169,15679,10,25,1
-55.78496499,-6.401268176,16,198.21,38032,23.62,540,24987,68,80,1
-52.24343999,-3.843037176,16,196.52,229336,23.15,57,24759,76,75,1
-56.74325999,-4.309685176,28,137.47,140469,17.18,311,26461,78,75,1
-53.84337599,0.415125824,1,349.25,48273.79,11.93,87,23694,64,83,1
-55.93495899,-2.318098176,5,85.39,109795,9.87,564,26658,63,78,2
-57.00158299,-4.234688176,28,89.51,50495.57,16.05,566,26064,81,98,1
-49.07689999,-6.051282176,5,134.26,64107.93,16.44,139,13079,27,10,7
-56.91825299,-0.618166176,2,90.72,11017.72,27.38,293,27838,80,85,1
-53.16840299,-8.367856176,13,296.67,83185.76,22.3,674,25070,74,83,1
-57.16824299,-7.192903176,13,277.04,282255.59,13.51,646,25756,62,87,1
-56.07661999,-0.618166176,2,295.77,351823.81,10.66,264,26182,75,80,1
-58.00154299,0.573452824,1,231.04,57654.61,24.78,469,27130,78,82,1
-49.41855299,-6.309605176,5,154.14,128975.2,30.61,204,17945,17,9,7
-47.75195299,-3.351390176,25,143.19,215455,10.63,693,25149,66,43,1
-50.11852499,0.173468824,11,11.03,27799.87,14.21,222,14786,24,74,1
-52.12677799,-1.784786176,18,35.08,108631.8,24.12,598,25693,12,75,1
-53.46839099,-2.768080176,28,157.96,413334.91,20,413,24450,78,88,1
-53.77671199,1.006768824,2,415.7,300086.31,9.25,54,23833,78,81,1
-54.66834299,-3.809705176,28,202.43,218185.8,9.08,369,26342,58,84,1
-54.89333399,1.040100824,2,357.18,43687.73,14.19,473,25320,78,78,1
-57.50156299,-0.351510176,2,314.6,149511.41,8.3,261,25663,82,87,1
-53.03507499,-8.826171176,16,417.38,337365,11.36,635,24820,76,71,1
-53.39339399,-3.334724176,28,127.84,102789.5,21.04,343,25474,72,42,1
-52.12677799,-6.784586176,2,368.02,419908,11.76,378,23858,60,79,1
-50.19352199,-3.193063176,28,81.87,47874.88,23.49,470,23050,72,76,1
-49.99352999,-5.634632176,2,181.37,148614.59,17.2,384,20927,20,63,1
-51.01015599,-3.034736176,28,84.32,30925.88,21.74,495,22412,79,81,1
-55.36831499,-6.667924176,16,245.21,20413.2,18.21,640,25149,76,82,1
-48.31026399,-2.201436176,18,61.7,31712.98,8.84,613,21358,27,48,1
-56.52660199,-4.226355176,28,84.66,216227.91,20.71,248,21054,75,60,1
-55.52664199,-7.626219176,6,235.92,22319.13,22.08,409,25416,82,82,1
-51.03515499,-3.409721176,25,85.61,59127.22,25.14,285,23853,30,57,1
-56.30994399,0.315129824,2,214.05,17564.09,26.31,457,26875,73,85,1
-53.33506299,-1.718122176,25,10.41,145000.59,29.56,246,23491,66,13,1
-49.12689799,-5.659631176,5,117.81,71569.19,20.97,182,16129,15,33,7
-50.09352599,-6.601260176,5,252.65,64077.87,26.23,219,17397,29,17,7
-56.15161699,-4.126359176,5,56.46,212924.3,17.53,112,26960,64,22,6
-52.39343399,-3.876369176,16,280.61,508988,11.18,131,20460,76,64,1
-56.69326199,-5.734628176,2,118.92,86100.27,20.47,609,25558,78,85,1
-57.24323999,-0.318178176,2,147.14,74955.06,16.02,370,27356,82,82,1
-55.31831699,-6.159611176,16,320.54,112293.1,13.83,627,22068,77,76,1
-55.72663399,-1.009817176,2,320.14,347228.41,10.67,598,27147,69,88,1
-53.58505299,0.440124824,2,275.53,458216.91,20.12,40,24783,79,72,1
-50.25185299,0.556786824,6,17.08,12085.88,5.18,685,27230,36,14,1
-56.13495099,0.140136824,2,221.37,94793.91,24.4,368,26345,64,86,1
-53.68504899,0.090138824,1,339.65,189395.2,11.52,224,26808,74,85,1
-56.25994599,-2.659751176,28,101.65,146181.8,19.06,501,24312,61,81,1
-50.64350399,-4.643005176,2,241.71,396045.5,28.49,422,23845,16,62,1
-55.50997599,-7.509557176,2,252.24,154746.59,20.43,690,24334,82,68,1
-51.30181099,-8.626179176,7,303.2,71469.7,21.77,737,23342,70,81,1
-48.01860899,-1.659791176,5,30.24,6747.33,19.81,667,23537,62,84,2
-55.43497899,-3.518050176,28,84.32,97260.47,24.94,601,26548,74,86,1
-53.77671199,-3.468052176,2,238.75,424838.41,13.47,276,26496,33,78,1
-53.41839299,-7.992871176,16,303.03,86658.37,13.49,671,25030,77,74,1
-49.49354999,-5.567968176,2,156.78,166779.2,26.31,288,21545,8,69,1
-55.70996799,-6.001284176,16,247.78,123155.5,20.29,34,17105,79,89,1
-54.86000199,-6.326271176,16,237.99,62521.79,14.24,648,23811,76,77,1
-57.40156699,-7.534556176,7,263.5,161145.3,11.71,662,25953,76,29,1
-58.25153299,-0.634832176,2,188.31,14008.64,18.15,445,27925,83,83,1
-50.14352399,-9.301152176,4,174.06,19077.19,24.15,667,23112,53,51,1
-49.04356799,-2.518090176,18,28.04,69169.63,23.69,666,25566,26,89,1
-51.51846899,-6.626259176,25,223.7,29486.48,27.77,218,13953,15,84,1
-55.55164099,-3.351390176,28,115.85,103079.4,18.76,181,23386,76,92,1
-53.89337399,-1.851450176,5,6.32,12931.67,22.08,358,13535,16,9,1
-51.48513699,-4.734668176,2,182.72,75990.2,13.01,202,25149,77,67,1
-54.86000199,-3.259727176,28,140.22,146631.59,22.91,536,23670,54,22,1
-47.46863099,-3.968032176,16,196.88,206442.5,9.92,281,22811,53,79,1
-48.44359199,-3.559715176,2,110.96,138360.5,12.82,631,24875,78,74,1
-58.60151899,0.440124824,2,198.09,79260.93,12.92,528,27693,77,83,1
-55.67663599,1.331755824,2,393.86,92076.13,16.05,548,25278,75,81,1
-50.41851299,-9.226155176,34,204.7,29601.39,20.58,499,17480,21,72,1
-47.57695999,-1.509797176,5,40.72,6530.28,10.59,172,15677,49,65,7
-58.07653999,-0.459839176,2,135.86,67368.95,22.51,455,27392,56,88,1
-53.19340199,-7.176237176,1,354.59,314668.91,19.82,651,24427,78,75,1
-56.22661399,-2.684750176,28,117.33,184604.41,25.77,292,23658,59,86,1
-56.35994199,0.281797824,2,240.28,95625.41,15.94,300,26258,63,83,1
-50.86016199,-9.759467176,5,209.68,46875.52,24.31,354,14043,21,46,7
-53.49338999,-9.259487176,16,335.34,22051.86,13.27,627,24952,78,78,1
-56.43493899,-2.559755176,28,52.42,23686.07,17.99,550,26613,75,41,1
-52.47676399,-3.018070176,2,159.11,356768.81,18.54,196,23044,77,53,1
-55.11832499,-6.784586176,16,321.16,145275.09,11.68,627,25504,60,80,1
-54.44335199,-9.226155176,39,394.12,231464.3,15.77,420,24717,70,79,1
-51.34347599,-8.426187176,5,296.04,103442.6,20.13,284,13749,17,78,7
-48.86024199,-4.259687176,5,144.18,203423.3,12.23,345,15799,22,17,7
-49.32688999,-8.026203176,13,238.83,165382.2,12.47,201,12759,28,54,1
-50.35184899,-0.368176176,6,12.29,22390.58,23.53,346,24757,65,78,1
-48.55192099,-2.351430176,18,49.29,75257.45,20.3,665,24075,52,75,1
-53.38506099,-4.901328176,16,202.53,83024.77,16.03,296,20562,72,79,1
-50.40184699,-6.001284176,2,496.81,376023.59,21.33,639,23675,63,79,1
-50.01852899,-3.134732176,28,83.26,20049.57,12.51,609,24960,74,65,1
-48.96023799,-5.676297176,2,133.06,83912.95,18.26,380,24105,69,75,1
-47.90194699,-2.376429176,18,52.81,81568.86,30.48,690,25376,45,100,1
-49.28522499,-1.284806176,24,5.32,67222.46,18.57,423,22651,53,35,1
-57.15157699,-5.226315176,2,131.47,85899.69,23.88,387,24974,63,82,1
-49.85186899,0.223466824,14,7,23494.19,21.29,163,5505,8,78,1
-55.76829899,-8.301192176,16,313.57,71735.15,10.54,507,24518,78,80,1
-53.10173899,-3.051402176,2,129.18,267905.41,13.53,526,24606,27,72,1
-53.96837099,-4.201356176,2,375.86,435389.81,16.17,581,25820,78,86,1
-53.55172099,-4.151358176,13,197.22,54280.75,10.37,224,26309,26,76,1
-54.22669399,-1.909781176,7,73.99,142735.91,12.62,589,26859,51,30,1
-50.87682799,-9.492811176,5,217.38,343234.59,13.96,359,17845,26,28,7
-57.80988399,1.615077824,2,243.84,60199.4,20.49,80,25547,78,86,1
-54.45168499,0.540120824,2,335.81,111038.4,16.67,632,24510,79,79,1
-55.05999399,-0.293179176,2,485.02,104519.9,18.38,216,26113,79,81,1
-56.25161299,-8.292859176,39,496.43,578208.12,13.85,193,21983,73,29,1
-56.40160699,-4.043029176,28,134.77,65587.98,9.77,565,25351,82,66,1
-52.39343399,-2.543089176,2,86.4,89972.42,25.89,339,22834,56,80,1
-48.97690399,-6.217942176,5,151.11,99860.53,32.94,196,17456,15,26,7
-54.16002999,-8.459519176,13,329.99,147003,13.26,273,25216,78,78,1
-49.28522499,-0.618166176,11,3.96,2573.43,24.02,252,15999,20,27,1
-53.77671199,-8.326191176,16,274.78,15320.89,23.83,550,24704,77,88,1
-55.22665399,-1.951446176,5,32.55,161600.2,19.81,353,26053,42,60,6
-49.36022199,-1.834784176,24,17.78,13172.24,5,599,25009,75,75,1
-54.90166699,-1.159811176,4,309.29,52388.89,16.72,624,24637,65,82,1
-56.95158499,-9.001164176,39,302.93,115888.7,7.66,334,24389,78,79,1
-48.69358199,-6.317938176,5,162.91,27767.49,22.87,265,13398,13,18,7
-49.55188099,0.056806824,6,15.38,6892.38,8.23,756,25440,19,0,1
-53.03507499,-9.292819176,16,323.5,142839.7,16.85,536,24676,78,80,1
-49.85186899,-2.251434176,18,14.2,29322.86,23.74,640,23748,74,79,1
-55.78496499,-3.343057176,28,75.86,74222.62,22.66,511,24085,75,87,1
-46.54366799,-1.534796176,5,22.86,27154.88,20.99,743,24950,61,22,6
-54.81000399,-9.309485176,31,589,276304.09,11.37,470,17155,42,45,1
-48.11860499,-1.443133176,5,30.73,63937.69,13.59,698,24502,48,76,7
-54.24335999,0.973436824,2,256.08,84076.88,17.26,685,24310,68,78,1
-49.21022799,-3.776373176,5,110.53,78679.04,7.09,214,17044,21,17,7
-51.72679399,-6.467932176,2,399.83,413627.5,9.06,666,24567,57,64,1
-52.22677399,-4.693003176,16,213.72,87403.56,25.24,175,25993,80,53,1
-50.24351999,-9.184490176,5,179.39,63029.25,14.61,393,13715,8,31,7
-54.18502899,-7.876209176,13,373.37,625034.62,14.86,692,24502,80,78,1
-50.61850499,-1.009817176,6,28.31,20535.16,17.72,301,24155,79,89,1
-53.82670999,-3.368056176,2,197.19,255478.2,11.68,504,22721,76,78,1
-56.15161699,-3.259727176,28,64.41,13334.09,24.94,300,24934,77,84,1
-56.01828899,-9.226155176,7,246.95,106535.5,22.63,415,25208,81,81,1
-52.61009199,-3.801372176,6,127.31,71856.22,24.81,642,25688,60,81,1
-52.31010399,-7.834544176,16,283.15,89330.46,15.97,657,24401,77,48,1
-48.05194099,-4.326351176,2,284.09,54724.25,10.64,585,17994,15,76,1
-53.93503899,-6.392935176,16,233.51,187567.59,14.89,459,24249,80,75,1
-49.52688199,-7.317898176,34,157.03,10828.81,20.44,177,16827,29,21,1
-52.20177499,-8.134532176,2,402.36,657730.62,28.55,699,23590,72,55,1
-48.59358599,-1.584794176,5,22.14,73064.95,17.45,611,23769,21,37,2
-47.11864499,-1.351470176,5,66.94,37763.09,26.6,227,14578,21,71,7
-56.15161699,-5.859623176,16,138.19,66279.48,16.7,661,24474,84,79,1
-56.15994999,-3.776373176,28,115.02,43918.11,12.24,593,25711,68,70,1
-53.48505699,-4.768000176,16,202.93,41089.61,22.29,536,25052,59,68,1
-55.09332599,-4.576341176,2,367.24,186803.8,12.32,261,22149,67,73,1
-57.62655799,0.931771824,2,379.36,601325.19,17.87,109,25670,77,78,1
-51.32680999,-3.043069176,28,92.75,121031.6,20.72,277,20515,63,83,1
-48.80191099,-1.784786176,5,14.63,28025.69,17,571,25050,32,35,2
-55.64330399,2.098391824,4,702.61,114821.1,9.97,651,23909,63,15,1
-53.09340599,-1.451466176,28,65.82,145160.91,17.09,589,22199,71,81,1
-54.61001199,-8.101200176,2,287.72,107436.5,12.48,715,25458,81,78,1
-51.21848099,-2.584754176,28,58.59,52259.21,16.25,247,24113,60,63,1
-51.69346199,-2.434760176,5,66.33,32000.35,20.11,523,23484,39,59,7
-49.74353999,-5.767960176,5,131.89,94962.27,23.64,23,14633,13,16,7
-57.59322599,-5.051322176,2,120.6,52926.2,14.34,622,26461,77,80,1
-56.84325599,-1.193143176,28,52.29,144832.59,19.8,262,24348,79,87,1
-48.63525099,-1.743121176,24,32.13,27794.79,15.11,676,24799,62,61,1
-57.81821699,-0.601500176,2,123.68,93540.99,16.53,432,25525,76,86,1
-54.41001999,1.731739824,2,280.01,190686.3,22.31,229,25109,71,81,1
-54.95166499,-5.251314176,6,230.21,96817.04,28.04,610,24443,73,76,1
-52.56842699,-1.143145176,2,72.78,296326.19,11.38,647,25340,70,77,1
-49.21856099,-3.984698176,5,80.41,154814.91,18.72,523,23258,27,31,7
-52.63509099,-3.418054176,25,177.64,191386.3,17.72,570,25612,64,34,1
-55.30165099,-1.534796176,5,54.62,142787.5,18.67,611,27224,38,81,6
-49.73520699,-8.284526176,40,185.94,109236.5,31.39,243,12669,11,61,1
-50.92682599,-8.851170176,5,304.36,122594.8,16.02,284,16325,17,19,7
-48.51025599,-5.076321176,5,149.95,82222.91,28.87,104,13779,49,31,7
-48.54358799,-3.751374176,2,144.56,207641.91,20.07,615,25008,80,92,1
-48.56858699,-5.442973176,25,98.24,154148.8,21.73,200,16685,13,84,1
-56.83492299,-0.751494176,2,99.5,52354.75,18.53,263,27117,76,83,1
-54.80167099,-6.767920176,16,258.41,65689.91,22.87,607,24836,80,87,1
-53.81837699,-1.001484176,1,717.97,573150.12,13.37,319,22643,64,86,1
-51.68512899,-6.217942176,5,243.53,101986.7,27.35,234,14035,18,63,7
-49.69354199,-7.359563176,34,172.21,104449,23.24,338,15683,13,30,1
-47.96861099,-2.284766176,5,56.73,50885.83,14.5,521,23606,12,20,2
-53.29339799,0.756778824,2,210.24,419073.31,23.13,383,24667,82,58,1
-50.28518499,-7.801212176,13,242.72,49184.16,19.74,607,24300,76,15,1
-52.51842899,-2.876409176,2,73.27,350251.59,18.98,195,20961,23,23,1
-53.84337599,1.140096824,2,451.09,277156.81,13.38,183,26448,70,82,1
-55.15165699,-4.967992176,6,209.69,136003.59,22.74,658,26578,64,79,1
-58.78484499,-0.251514176,2,281.11,166634.5,21.49,489,25486,81,83,1
-51.62679799,-2.293099176,28,54.35,37486.57,23.82,595,23084,82,81,1
-55.02666199,1.973396824,2,368.22,13852.75,15.64,689,26862,79,77,1
-52.49342999,-3.409721176,25,254.33,541060.12,9.73,359,26109,21,23,1
-53.91837299,-0.068188176,1,219.14,44319.23,16.72,139,25122,65,78,1
-54.99332999,-5.659631176,2,298.78,335458.31,8.26,627,23468,66,56,1
-53.10173899,-1.918114176,11,4.43,9452.71,22.2,368,22230,40,0,1
-54.94333199,0.473456824,2,421.59,660941.12,7.56,270,21904,75,83,1
-56.85992199,1.306756824,2,301.76,204020.41,17.67,284,24986,61,83,1
-53.27673199,-8.884502176,16,300.45,83027.97,18.73,673,23997,77,80,1
-53.82670999,-4.626339176,16,200.7,137967.3,16.06,221,23416,63,79,1
-51.80179099,-1.993111176,28,54.82,23544.05,16.6,464,24015,63,89,1
-48.89357399,-1.818118176,5,14.17,10579.99,14.33,679,21917,43,34,2
-54.72667399,-0.059855176,2,390.03,115388.5,14.85,137,23152,81,84,1
-50.92682599,-6.326271176,13,233.1,78791.98,19.9,262,24557,80,84,1
-51.23514699,-1.484798176,28,20.61,25921.74,25.25,626,25286,48,81,1
-49.30189099,-3.926367176,5,97.28,215822,29.06,571,23782,24,39,7
-47.66028999,-2.334764176,5,43.1,155456.41,12.02,222,10754,13,17,7
-58.17653599,1.540080824,8,617.72,322311,12.83,86,21571,75,80,1
-54.71834099,-8.917834176,30,592.64,141533.7,11.64,707,24966,49,33,1
-53.46839099,-3.026403176,28,131,231395.41,19.47,298,21635,78,36,1
-50.66850299,-7.134572176,5,357.85,70503.32,19.83,145,15697,19,62,7
-57.72655399,-0.184850176,2,212.83,51395.9,20.4,467,27378,81,85,1
-54.50168299,-3.276393176,28,66.96,396772.31,21.87,200,25567,61,76,1
-56.30161099,-9.242821176,16,194.92,143176.41,18.59,575,23688,28,84,1
-46.46867099,-1.984778176,5,48.89,10980.72,14.39,324,22695,61,81,7
-49.44355199,-0.484838176,11,4.93,1770.96,16.21,309,12585,18,57,1
-56.77659199,-4.792999176,2,79.46,175064.91,25.64,600,26368,76,83,1
-54.05170099,-2.384762176,6,57.86,313294.31,17.6,553,24566,80,69,1
-57.10991199,-8.367856176,39,385.73,70627.48,6.54,177,22565,78,77,1
-56.15161699,1.806736824,2,389.76,144399.41,15.62,616,26068,83,84,1
-57.71822099,0.006808824,2,209.84,141327.3,23.29,336,26786,68,83,1
-54.79333799,-7.451226176,13,244.76,110295.1,27.02,668,24730,82,75,1
-54.85166899,-7.826211176,13,274.83,5558.71,22.18,705,25286,71,82,1
-54.61834499,-8.617846176,13,305.74,143973.8,27.27,697,24919,78,77,1
-53.31006399,-4.593007176,16,186.9,50245.36,26.74,313,23250,75,62,1
-48.56858699,-4.526343176,5,209.28,324098.19,16.73,46,16165,76,81,7
-48.81024399,-4.026363176,2,114.96,91534.15,25.59,617,25588,79,82,1
-53.28506499,-1.401468176,28,121.96,333500.31,19.15,604,26018,69,93,1
-48.71024799,-0.918154176,11,2.08,9295.71,19.7,191,14036,13,13,1
-56.35160899,-3.184730176,28,77.32,43553.86,9.75,312,22035,66,82,1
-54.49334999,-1.384802176,2,185.13,113274.4,19.05,615,25247,76,84,1
-50.56017399,-2.209769176,5,30.54,49144.72,16.39,631,22731,61,57,3
-57.21824099,-1.093147176,2,111.15,159107.5,20.55,425,25504,75,87,1
-56.60159899,-4.243021176,28,131.06,109539.2,12.87,517,26262,77,96,1
-48.65191699,-2.459759176,18,53.13,52561.91,17.74,665,24372,70,68,1
-54.09336599,-4.568008176,6,170.7,43013.36,24.58,421,25675,60,71,1
-48.79357799,-1.884782176,24,11.27,24422.63,24.02,583,24706,75,71,1
-55.50164299,-1.109813176,2,287.3,83062.21,16.37,617,27249,77,74,1
-54.53501499,-1.451466176,16,461.7,765534.5,24.72,642,27189,78,46,1
-54.41835299,-8.576181176,13,310.82,84515.2,14.26,712,25186,77,64,1
-48.52692199,-2.551422176,5,48.9,44735.93,18.38,642,21824,24,34,3
-55.95995799,-0.743161176,2,219.15,71218.88,15.77,597,27400,77,80,1
-50.86849499,-5.167984176,2,275.48,129443.7,12.05,109,25286,69,70,1
-53.47672399,-5.717962176,16,229.97,71761.1,15.27,651,25630,79,78,1
-55.85996199,-5.651298176,2,163.77,301272.81,26.23,649,25045,79,84,1
-50.81016399,-9.601140176,34,242.73,839516.62,11.52,328,12193,12,10,1
-53.49338999,-1.143145176,16,257.59,64801.32,13.88,664,25698,78,84,1
-49.01856899,-0.976485176,11,4.35,3946.67,24.53,140,15649,15,26,1
-54.13503099,-4.109693176,2,326.88,219390.2,17.08,585,21572,67,70,1
-58.34319599,-6.601260176,13,109.67,79029.2,22.16,592,25167,78,72,1
-55.56830699,-6.717922176,16,210.51,108511.5,24.32,559,22641,22,83,1
-49.26022599,-7.167904176,34,166.11,165285.41,21.14,576,22372,61,6,1
-51.18514899,-5.701296176,5,249.13,111764,18.5,186,17917,26,35,7
-51.45180499,-4.726335176,2,175.31,49715.14,11.83,587,24541,77,83,1
-48.39359399,-2.959739176,18,60.48,93631.1,23.91,670,23781,22,80,1
-53.00174299,-6.426267176,16,216.61,72930.25,23.05,654,24404,77,78,1
-48.84357599,-5.209649176,2,118.79,120497.1,19.92,181,24685,74,41,1
-50.35184899,-7.792879176,34,253.11,70291.31,18.65,264,15775,15,16,1
-52.73508699,-8.651178176,16,315.22,184710.91,10.3,638,24702,78,79,1
-53.56838699,-4.534676176,16,270.5,324119.91,12.83,211,23822,60,74,1
-57.06824699,-7.392895176,13,253.03,211439.59,18.38,568,25928,60,83,1
-55.17665599,-5.217982176,16,242.41,54779.12,23.74,131,26011,78,90,1
-48.80191099,-2.659751176,5,56.81,44058.77,22.21,250,18492,48,33,7
-50.52684199,-8.659511176,5,230.26,78783.54,20.06,320,12944,28,10,7
-55.90995999,-4.368016176,5,39.63,172857.7,22.83,248,18936,34,20,6
-52.49342999,-2.934740176,28,93.89,330158.69,16.47,560,25757,62,83,1
-50.69350199,-4.284686176,2,150.41,74225.8,27.59,585,22646,65,60,1
-55.06832699,-3.434720176,28,187.54,196228.09,16.54,165,25885,76,67,1
-56.98491699,-9.092827176,2,225.75,190120.09,21.58,195,25377,80,83,1
-52.36843499,-3.734708176,16,189.78,146385.7,11.09,259,25641,55,82,1
-55.85996199,0.573452824,7,342.77,66146.58,10.16,421,24739,82,83,1
-55.67663599,-1.126479176,2,184.55,242566,24.44,582,23112,75,74,1
-57.86821499,-7.484558176,16,107.73,123071.3,18.07,597,25774,81,79,1
-56.64326399,-3.909701176,28,110.82,53979.76,17.32,370,22273,77,71,1
-53.91837299,-0.234848176,2,138.79,25856.16,29.73,293,25700,68,88,1
-49.85186899,-7.642885176,4,197.79,53023.31,16.21,150,13287,16,27,1
-54.60167899,-6.567928176,16,227.74,80509.58,16.25,620,25520,80,84,1
-48.56858699,-3.984698176,2,166.21,164961.41,13.95,618,25334,76,72,1
-52.42676599,-4.501344176,16,214.57,57600.73,7.39,207,24683,79,73,1
-56.69326199,-8.359523176,39,431.5,209930.2,25.13,376,25118,63,83,1
-50.42684599,-9.567808176,5,204.62,6386.88,16.53,387,16788,45,60,7
-54.86833499,0.140136824,2,466.96,290937.59,17.95,324,22999,80,92,1
-54.10169899,-3.876369176,13,172.52,175575.5,17.53,185,26203,31,86,1
-53.32672999,-8.942833176,16,300.47,89669.19,18.91,649,24698,79,81,1
-55.62663799,2.156722824,2,657.75,129408.2,11.54,618,22431,76,33,1
-56.88492099,-5.859623176,2,158.83,101542.2,12.48,84,26070,78,87,1
-51.31014399,-2.418094176,6,31.04,83013.99,25.25,141,25176,60,79,1
-51.03515499,-7.692883176,7,446.81,750659.38,14.13,687,22198,40,83,1
-53.98503699,-8.734508176,13,313.22,137126,24.29,670,24901,78,78,1
-53.29339799,-6.334604176,16,256.83,189640.91,15.83,573,23854,61,69,1
-56.55160099,-3.901368176,28,74.33,156330.41,30.61,615,26559,75,77,1
-56.69326199,-8.409521176,36,450.89,227797.41,25.87,628,24539,30,91,1
-48.56858699,-1.718122176,24,29.77,62229.94,17.64,665,23548,78,83,1
-54.54334799,-6.084614176,16,224.23,79369.94,18.42,626,24829,76,87,1
-50.01019599,-7.767880176,5,229.07,1065716,11.06,389,22322,51,16,6
-52.42676599,-6.176277176,2,201.34,11425.46,21.61,479,23531,53,76,1
-55.30998399,-5.142985176,2,216.39,103736,26.14,556,25095,79,82,1
-55.32664999,-2.934740176,28,160.42,244225,9.26,216,26077,77,87,1
-49.44355199,-5.484638176,2,172.2,140053.2,8.49,191,25122,73,42,1
-47.67695599,-1.276473176,5,45.47,48090.91,15.46,101,15482,27,36,7
-49.44355199,-1.551462176,24,17.16,30967.51,20.59,643,24050,41,65,1
-49.74353999,-6.676257176,5,259.99,80428.74,12.82,228,16211,14,75,7
-55.40164699,-7.409561176,2,257.96,115296,18.06,674,23919,55,89,1
-50.81016399,-8.451186176,16,264.28,62212.34,16.37,689,19894,46,55,1
-49.97686399,-2.018110176,28,25.35,68504.66,16.2,167,23369,55,79,1
-57.47656399,-7.801212176,13,142.01,146140.59,14.77,514,25949,81,78,1
-56.96825099,1.648409824,2,256.23,52023.46,19.37,386,25136,75,84,1
-51.09348599,-5.892955176,2,252.8,158520.2,17.39,688,24648,75,13,1
-57.31823699,-7.476225176,2,368.5,323072.31,8.59,583,23620,81,79,1
-51.81012399,-7.276233176,13,225.67,66970.57,28.15,661,24631,76,82,1
-57.35156899,-5.726295176,13,79.63,328216.41,25.21,635,26418,81,48,1
-54.16836299,-8.184530176,2,337.97,96810,14.68,180,23654,62,76,1
-49.05190099,-2.293099176,18,31.46,14274.4,18.88,659,23468,78,78,1
-57.40989999,-7.826211176,6,175.61,207010.2,19.27,626,26047,79,85,1
-57.60155899,1.090098824,2,380.26,337734.31,14.59,598,25278,72,86,1
-46.76032599,-1.509797176,5,60.51,62807.9,17.23,643,24980,62,54,6
-50.70183499,-8.292859176,16,309.79,84783.09,10.83,641,22215,43,46,1
-56.80992399,-3.609713176,28,56.8,138635.41,21.68,564,23788,59,86,1
-56.60993199,1.931731824,2,306.68,101067.1,18.98,203,25371,74,81,1
-54.33502299,-7.601220176,16,300.92,37140,12.11,570,25355,75,79,1
-50.26851899,-6.934580176,5,322.62,237947.91,8.26,291,14223,13,6,7
-53.71004799,-0.568168176,2,173.36,50871.73,17.14,38,25424,14,69,1
-55.11832499,0.490122824,2,529.62,417932,15.37,536,22778,70,79,1
-52.04344799,-5.992951176,2,210.98,84511.05,22.07,659,24792,72,41,1
-46.84365599,-3.268060176,5,69.88,66085.5,29.8,111,12114,27,66,7
-52.61009199,-4.618006176,16,174.52,66654.34,16.2,38,20717,76,63,1
-57.49322999,-6.951246176,2,141.24,103927.3,28.4,574,26143,78,81,1
-53.03507499,-6.542929176,5,302.14,491558,10.27,539,25006,74,33,7
-57.19324199,-8.051202176,38,230.65,446453.5,23,570,25552,54,87,1
-51.56846699,-7.784546176,35,620.06,679539.81,9.88,155,20693,22,27,1
-56.18494899,0.656782824,2,349.85,45707.02,8.87,372,25770,79,75,1
-53.79337799,-8.317858176,2,279.62,16794.7,24.9,698,25141,81,76,1
-57.36823499,1.106764824,2,249.39,80484.41,27.21,594,26783,65,78,1
-50.88516099,-5.759627176,2,238.27,67467.46,15.19,732,24911,75,74,1
-55.51830899,0.156802824,2,365.6,93300.55,9.97,652,21847,82,80,1
-55.55997399,-7.242901176,2,255.72,179544.91,12.84,609,25518,78,78,1
-51.81845699,-5.676297176,2,202.96,19493.59,27.86,617,24977,58,79,1
